Gene stable ID,Gene Synonym,Gene name,NCBI gene (formerly Entrezgene) ID
ENSG00000114023,E2IG5,FAM162A,26355
ENSG00000255977,,AC006927.1,
ENSG00000103269,RHBDL,RHBDL1,9028
ENSG00000103269,RRP,RHBDL1,9028
ENSG00000284327,,AC006927.2,
ENSG00000126705,DJ159A19.3,AHDC1,27245
ENSG00000126705,RP1-159A19.1,AHDC1,27245
ENSG00000173013,FLJ90575,CCDC96,257236
ENSG00000245748,,AC097382.2,
ENSG00000254080,,AC115837.2,
ENSG00000284591,,AC006927.4,
ENSG00000173011,MGC21874,TADA2B,93624
ENSG00000284522,,AC006927.3,
ENSG00000137558,P25TI,PI15,51050
ENSG00000185904,,LINC00839,
ENSG00000087589,C20orf32,CASS4,57091
ENSG00000087589,HEFL,CASS4,57091
ENSG00000087589,HEPL,CASS4,57091
ENSG00000187904,,AC097382.1,
ENSG00000273693,,C2orf27AP1,
ENSG00000248530,,BCL2L12P1,
ENSG00000271365,,AC140113.3,
ENSG00000132405,KIAA1322,TBC1D14,57533
ENSG00000248643,,RBM14-RBM4,100526737
ENSG00000271309,,AC140113.2,
ENSG00000285142,,AC006927.5,
ENSG00000248370,,LINC02434,
ENSG00000183513,C2orf64,COA5,493753
ENSG00000183513,FLJ27524,COA5,493753
ENSG00000183513,MGC52110,COA5,493753
ENSG00000183513,Pet191,COA5,493753
ENSG00000270570,,AC140113.1,
ENSG00000277640,,AL445647.2,
ENSG00000204070,C20orf169,SYS1,90196
ENSG00000204070,dJ453C12.4,SYS1,90196
ENSG00000234420,FLJ23327,ZNF37BP,
ENSG00000234420,KOX21,ZNF37BP,
ENSG00000234420,ZNF37B,ZNF37BP,
ENSG00000274231,,AC134878.1,
ENSG00000223404,TCONS_00021582,LINC00397,
ENSG00000279858,,AC068880.4,
ENSG00000242169,,AC093789.1,
ENSG00000248880,NARG2P1,ICE2P1,
ENSG00000276403,,AC105105.4,
ENSG00000273455,,AC072039.2,
ENSG00000233415,,AL133419.1,
ENSG00000173933,LARK,RBM4,5936
ENSG00000173933,RBM4A,RBM4,5936
ENSG00000173933,ZCCHC21,RBM4,5936
ENSG00000173933,ZCRB3A,RBM4,5936
ENSG00000073711,PPP2R3,PPP2R3A,5523
ENSG00000073711,PR130,PPP2R3A,5523
ENSG00000073711,PR72,PPP2R3A,5523
ENSG00000223410,,AL009050.1,
ENSG00000274502,,ANKRD20A6P,
ENSG00000278212,,AC134878.2,
ENSG00000269893,LINC00060,SNHG8,
ENSG00000269893,NCRNA00060,SNHG8,
ENSG00000204103,KRML,MAFB,9935
ENSG00000111701,APOBEC-1,APOBEC1,339
ENSG00000111701,BEDP,APOBEC1,339
ENSG00000111701,CDAR1,APOBEC1,339
ENSG00000111701,HEPR,APOBEC1,339
ENSG00000274162,,SNX18P1Y,
ENSG00000272046,,AL445647.1,
ENSG00000253706,,AC011632.1,
ENSG00000232204,CXXC6P1,TET1P1,
ENSG00000231019,,LINC00373,
ENSG00000225289,,RPL29P29,
ENSG00000103199,KIAA0557,ZNF500,26048
ENSG00000103199,ZKSCAN18,ZNF500,26048
ENSG00000103199,ZSCAN50,ZNF500,26048
ENSG00000228601,dJ1167H4.5,RPL39P,
ENSG00000196981,FLJ11287,WDR5B,54554
ENSG00000258567,DUXY1,DUX4L16,
ENSG00000238287,,AL603839.3,
ENSG00000226961,,PPIAP60,
ENSG00000134243,Gp95,SORT1,6272
ENSG00000134243,NT3,SORT1,6272
ENSG00000187815,FLJ16030,ZFP69,339559
ENSG00000187815,ZFP69A,ZFP69,339559
ENSG00000187815,ZKSCAN23A,ZFP69,339559
ENSG00000187815,ZNF642,ZFP69,339559
ENSG00000187815,ZSCAN54A,ZFP69,339559
ENSG00000230952,,AC099344.1,
ENSG00000231403,,AC099344.2,
ENSG00000248401,,AC114781.1,
ENSG00000250677,,AC114781.3,
ENSG00000164099,BSSP-3,PRSS12,8492
ENSG00000164099,MRT1,PRSS12,8492
ENSG00000162585,C1orf86,FAAP20,199990
ENSG00000162585,FLJ31031,FAAP20,199990
ENSG00000250057,,AC114781.2,
ENSG00000224177,ncRNA-a5,LINC00570,
ENSG00000273800,,AC119619.1,
ENSG00000107625,GU2,DDX50,79009
ENSG00000107625,GUB,DDX50,79009
ENSG00000107625,MGC3199,DDX50,79009
ENSG00000107625,RH-II/GuB,DDX50,79009
ENSG00000169933,KIAA0316,FRMPD4,9758
ENSG00000169933,PDZD10,FRMPD4,9758
ENSG00000169933,PDZK10,FRMPD4,9758
ENSG00000248180,GAPDHL4,GAPDHP60,
ENSG00000248180,GAPDL4,GAPDHP60,
ENSG00000137478,KIAA0769,FCHSD2,9873
ENSG00000137478,SH3MD3,FCHSD2,9873
ENSG00000145332,KIAA1378,KLHL8,57563
ENSG00000171316,CRG,CHD7,55636
ENSG00000171316,FLJ20357,CHD7,55636
ENSG00000171316,FLJ20361,CHD7,55636
ENSG00000171316,KIAA1416,CHD7,55636
ENSG00000275448,,AC027506.1,
ENSG00000272037,,AP002907.1,
ENSG00000275255,CD158C,KIR3DP1,
ENSG00000275255,KIR2DS6,KIR3DP1,
ENSG00000275255,KIR3DS2P,KIR3DP1,
ENSG00000275255,KIR48,KIR3DP1,
ENSG00000275255,KIRX,KIR3DP1,
ENSG00000246263,,UBR5-AS1,
ENSG00000286800,,AC090348.1,
ENSG00000263863,,AC007948.1,
ENSG00000274476,KIR15,KIR2DP1,
ENSG00000274476,KIR2DL6,KIR2DP1,
ENSG00000274476,KIRY,KIR2DP1,
ENSG00000274476,KIRZ,KIR2DP1,
ENSG00000196305,IARS,IARS1,3376
ENSG00000196305,ILRS,IARS1,3376
ENSG00000264131,,AC007631.1,
ENSG00000168096,FLJ32345,ANKS3,124401
ENSG00000168096,FLJ32767,ANKS3,124401
ENSG00000168096,KIAA1977,ANKS3,124401
ENSG00000264232,,LINC01916,
ENSG00000234471,,AC147651.2,
ENSG00000265217,,AC090358.1,
ENSG00000104517,DD5,UBR5,51366
ENSG00000104517,EDD,UBR5,51366
ENSG00000104517,EDD1,UBR5,51366
ENSG00000104517,HYD,UBR5,51366
ENSG00000104517,KIAA0896,UBR5,51366
ENSG00000110171,BERP,TRIM3,10612
ENSG00000110171,HAC1,TRIM3,10612
ENSG00000110171,RNF22,TRIM3,10612
ENSG00000110171,RNF97,TRIM3,10612
ENSG00000172888,FLJ45246,ZNF621,285268
ENSG00000277114,KIAA0691,CNOT3,4849
ENSG00000277114,LENG2,CNOT3,4849
ENSG00000277114,NOT3,CNOT3,4849
ENSG00000277114,NOT3H,CNOT3,4849
ENSG00000189057,CANP,FAM111B,374393
ENSG00000058799,DJ167A19.1,YIPF1,54432
ENSG00000058799,FinGER1,YIPF1,54432
ENSG00000286014,SPDYE15P,SPDYE15,
ENSG00000231211,,RPL17P49,
ENSG00000223487,,FRMPD4-AS1,
ENSG00000285811,,AL355677.1,
ENSG00000259154,DUXY3,DUX4L17,
ENSG00000100147,FLJ22349,CCDC134,79879
ENSG00000287187,,AL449403.4,
ENSG00000274041,,AC012314.2,
ENSG00000178809,TRIM50B,TRIM73,375593
ENSG00000166801,FLJ22794,FAM111A,63901
ENSG00000166801,KIAA1895,FAM111A,63901
ENSG00000276061,B9,NDUFA3,4696
ENSG00000254432,,AC113143.1,
ENSG00000224546,,EIF4BP3,
ENSG00000285569,,AC099344.3,
ENSG00000235200,,LINC01702,
ENSG00000257660,,ADCY6-DT,
ENSG00000232668,,AC010967.3,
ENSG00000228033,,AC010967.1,
ENSG00000255526,,NEDD8-MDP1,100528064
ENSG00000271547,,AC117498.3,
ENSG00000287975,,AC113143.2,
ENSG00000277808,,LENG1,79165
ENSG00000232604,,AC010967.2,
ENSG00000271377,,IFITM3P8,
ENSG00000260626,,AC136944.1,
ENSG00000249142,,AC074134.1,
ENSG00000229867,,STEAP3-AS1,
ENSG00000238139,,AL590559.1,
ENSG00000134201,,GSTM5,2949
ENSG00000115107,dudlin-2,STEAP3,55240
ENSG00000115107,STMP3,STEAP3,55240
ENSG00000115107,TSAP6,STEAP3,55240
ENSG00000253237,,AC034114.1,
ENSG00000213791,,AC104212.2,
ENSG00000244668,,SNRPCP3,
ENSG00000253238,,AC034114.2,
ENSG00000173085,CL640,COQ2,27235
ENSG00000173085,FLJ26072,COQ2,27235
ENSG00000163645,C3orf44,ERICH6,131831
ENSG00000163645,ERICH6A,ERICH6,131831
ENSG00000163645,FAM194A,ERICH6,131831
ENSG00000163645,MGC39662,ERICH6,131831
ENSG00000247315,C20orf99,ZCCHC3,85364
ENSG00000247315,dJ1103G7.7,ZCCHC3,85364
ENSG00000242073,,AC211429.2,
ENSG00000234735,,AL022237.1,
ENSG00000104047,MDS009,DTWD1,56986
ENSG00000104047,MGC111207,DTWD1,56986
ENSG00000182873,RP11-181G12.2,PRKCZ-AS1,
ENSG00000205583,DKFZP434A0131,STAG3L1,
ENSG00000205583,STAG3L1P,STAG3L1,
ENSG00000286158,,AL034548.2,
ENSG00000091986,CL2,CCDC80,151887
ENSG00000091986,DRO1,CCDC80,151887
ENSG00000091986,LINC01279,CCDC80,151887
ENSG00000091986,SSG1,CCDC80,151887
ENSG00000091986,TCONS_00006930,CCDC80,151887
ENSG00000091986,URB,CCDC80,151887
ENSG00000100519,p42,PSMC6,5706
ENSG00000231105,,ECE1-AS1,
ENSG00000257514,,AC117505.1,
ENSG00000147144,JM11,CCDC120,90060
ENSG00000241746,,AC104212.3,
ENSG00000236284,,VN1R31P,
ENSG00000067606,PKC2,PRKCZ,5590
ENSG00000258435,,AC048337.1,
ENSG00000146722,,AC211486.1,
ENSG00000139055,C12orf46,ERP27,121506
ENSG00000139055,ERp27,ERP27,121506
ENSG00000139055,FLJ32115,ERP27,121506
ENSG00000139055,PDIA8,ERP27,121506
ENSG00000089053,APC5,ANAPC5,51433
ENSG00000185640,K6L,KRT79,338785
ENSG00000185640,KRT6L,KRT79,338785
ENSG00000177732,SOX22,SOX12,6666
ENSG00000287104,,AC097382.3,
ENSG00000255381,,AP001258.1,
ENSG00000139908,C14orf20,TSSK4,283629
ENSG00000139908,STK22E,TSSK4,283629
ENSG00000118600,HP10481,RXYLT1,10329
ENSG00000118600,TMEM5,RXYLT1,10329
ENSG00000272391,,POM121C,100101267
ENSG00000245571,,FAM111A-DT,
ENSG00000253695,,AC011008.1,
ENSG00000117682,DS,DHDDS,79947
ENSG00000117682,FLJ13102,DHDDS,79947
ENSG00000117682,hCIT,DHDDS,79947
ENSG00000117682,HDS,DHDDS,79947
ENSG00000117682,RP59,DHDDS,79947
ENSG00000225377,,NRSN2-AS1,
ENSG00000211804,hDV101S1,TRDV1,
ENSG00000125841,C20orf98,NRSN2,80023
ENSG00000125841,dJ1103G7.6,NRSN2,80023
ENSG00000211805,,TRAV24,
ENSG00000165953,OL-64,SERPINA12,145264
ENSG00000165953,Vaspin,SERPINA12,145264
ENSG00000280294,,AC011008.2,
ENSG00000230361,,VN1R32P,
ENSG00000230600,,AC073188.3,
ENSG00000147642,FLJ20366,SYBU,55638
ENSG00000147642,GOLSYN,SYBU,55638
ENSG00000147642,KIAA1472,SYBU,55638
ENSG00000147642,OCSYN,SYBU,55638
ENSG00000147642,SNPHL,SYBU,55638
ENSG00000232817,,AC073188.4,
ENSG00000134202,GST5,GSTM3,2947
ENSG00000261296,,AC126323.6,
ENSG00000186009,ATP6B,ATP4B,496
ENSG00000196091,ssMyBP-C,MYBPC1,4604
ENSG00000225100,,DPY19L2P5,
ENSG00000260957,,AC126323.5,
ENSG00000257389,,AC107016.1,
ENSG00000234467,,SLC25A1P2,
ENSG00000224368,ARAF2,ARAFP2,
ENSG00000224368,ARAF2P,ARAFP2,
ENSG00000224368,ARAFPS,ARAFP2,
ENSG00000224368,PKS1,ARAFP2,
ENSG00000229616,,AL356095.1,
ENSG00000227305,,AC073188.2,
ENSG00000227434,RNF19BX,RNF19BPX,
ENSG00000224760,bA369J21.2,C1DP3,
ENSG00000237484,lnc-JAM2-6,LINC01684,
ENSG00000236217,bA369J21.3,C1DP2,
ENSG00000227426,,VN1R33P,
ENSG00000214914,,RPL23AP3,
ENSG00000223889,,AC073188.1,
ENSG00000227515,,C1DP4,
ENSG00000229667,,UBE2V1P9,
ENSG00000234387,,AC073188.5,
ENSG00000234667,,ACTBP13,
ENSG00000234218,PERB11.2,MICB,4277
ENSG00000206062,,AL121823.1,
ENSG00000048649,HBXAP,RSF1,51773
ENSG00000048649,p325,RSF1,51773
ENSG00000048649,RSF-1,RSF1,51773
ENSG00000048649,XAP8,RSF1,51773
ENSG00000279441,,Z92544.2,
ENSG00000268181,,AC073188.6,
ENSG00000270762,,FXYD6P1,
ENSG00000260394,LA16c-313D11.9,LINC02867,
ENSG00000233837,EIF3EIPP2,EIF3LP2,
ENSG00000233837,EIF3S6IPP2,EIF3LP2,
ENSG00000089091,ANKRD64,DZANK1,55184
ENSG00000089091,bA189K21.8,DZANK1,55184
ENSG00000089091,C20orf12,DZANK1,55184
ENSG00000089091,C20orf84,DZANK1,55184
ENSG00000089091,dJ568F9.2,DZANK1,55184
ENSG00000089091,FLJ10600,DZANK1,55184
ENSG00000089091,FLJ30892,DZANK1,55184
ENSG00000287668,,AL132990.1,
ENSG00000234161,CXorf46,PABPC5-AS1,
ENSG00000234161,OTTHUMG00000021960,PABPC5-AS1,
ENSG00000236413,,AL662874.1,
ENSG00000189233,C8orf80,NUGGC,389643
ENSG00000189233,HMFN0672,NUGGC,389643
ENSG00000189233,SLIP-GC,NUGGC,389643
ENSG00000174740,PABP5,PABPC5,140886
ENSG00000205189,FLJ12752,ZBTB10,65986
ENSG00000205189,RINZF,ZBTB10,65986
ENSG00000237737,,DCTN1-AS1,
ENSG00000254802,,AC022182.2,
ENSG00000278784,,AL136295.7,
ENSG00000287765,,AL136295.17,
ENSG00000285884,,AL022345.4,
ENSG00000213920,FN6Pase,MDP1,145553
ENSG00000213920,MGC5987,MDP1,145553
ENSG00000277479,,AL022345.3,
ENSG00000255397,,AC022182.3,
ENSG00000272387,,AL022345.2,
ENSG00000272319,,AL022345.1,
ENSG00000254777,,AC022182.1,
ENSG00000275618,BAR,BFAR,51283
ENSG00000275618,RNF47,BFAR,51283
ENSG00000232109,,VN1R54P,
ENSG00000233515,,LINC01518,
ENSG00000215846,,MPTX1,
ENSG00000196693,KOX2,ZNF33B,7582
ENSG00000196693,KOX31,ZNF33B,7582
ENSG00000196693,ZNF11B,ZNF33B,7582
ENSG00000148358,FLJ20998,GPR107,57720
ENSG00000148358,KIAA1624,GPR107,57720
ENSG00000148358,LUSTR1,GPR107,57720
ENSG00000148358,RP11-88G17,GPR107,57720
ENSG00000240137,,ERICH6-AS1,
ENSG00000224832,AP000469.2,LINC01689,
ENSG00000278570,PNR,NR2E3,10002
ENSG00000278570,rd7,NR2E3,10002
ENSG00000278570,RP37,NR2E3,10002
ENSG00000225658,,TAF13P2,
ENSG00000204272,LINC01420,NBDY,550643
ENSG00000204272,NoBody,NBDY,550643
ENSG00000234521,,AC005041.2,
ENSG00000286623,,AC005041.4,
ENSG00000159239,,AC005041.1,
ENSG00000065911,,MTHFD2,10797
ENSG00000263624,,AC055811.1,
ENSG00000230257,NF-E4,NFE4,
ENSG00000264187,,AC055811.2,
ENSG00000128606,H_RG318M05.3,LRRC17,10234
ENSG00000128606,P37NB,LRRC17,10234
ENSG00000227147,RNF93,TRIM15,89870
ENSG00000227147,ZNF178,TRIM15,89870
ENSG00000227147,ZNFB7,TRIM15,89870
ENSG00000225442,,MPRIP-AS1,
ENSG00000224799,,AL139397.1,
ENSG00000169016,E2F-6,E2F6,1876
ENSG00000255583,,AC084357.3,
ENSG00000133030,M-RIP,MPRIP,23164
ENSG00000133030,p116Rip,MPRIP,23164
ENSG00000133030,RHOIP3,MPRIP,23164
ENSG00000257005,,AC027667.1,
ENSG00000184344,,GDF3,9573
ENSG00000286144,,Z97056.2,
ENSG00000249753,,AC084357.2,
ENSG00000204271,TDRD27,SPIN3,169981
ENSG00000197990,ZNF734,ZNF734P,
ENSG00000240027,,AC084357.1,
ENSG00000100372,PMP34,SLC25A17,10478
ENSG00000177990,FLJ32949,DPY19L2,283417
ENSG00000177990,SPATA34,DPY19L2,283417
ENSG00000223705,NSUN5B,NSUN5P1,
ENSG00000223705,WBSCR20B,NSUN5P1,
ENSG00000286440,,Z97056.3,
ENSG00000168135,HIR,KCNJ4,3761
ENSG00000168135,hIRK2,KCNJ4,3761
ENSG00000168135,HRK1,KCNJ4,3761
ENSG00000168135,IRK3,KCNJ4,3761
ENSG00000168135,Kir2.3,KCNJ4,3761
ENSG00000234327,,AC012146.1,
ENSG00000228620,,Z97056.1,
ENSG00000241720,,AL158847.1,
ENSG00000230132,,AC006457.1,
ENSG00000276504,amida,TFPT,29844
ENSG00000276504,FB1,TFPT,29844
ENSG00000276504,INO80F,TFPT,29844
ENSG00000167840,ZSCAN11,ZNF232,7775
ENSG00000241386,,HLA-DOB,3112
ENSG00000198758,FLJ21522,EPS8L3,79574
ENSG00000198758,MGC16817,EPS8L3,79574
ENSG00000111348,GDIA2,ARHGDIB,397
ENSG00000111348,GDID4,ARHGDIB,397
ENSG00000111348,Ly-GDI,ARHGDIB,397
ENSG00000111348,RAP1GN1,ARHGDIB,397
ENSG00000111348,RhoGDI2,ARHGDIB,397
ENSG00000260669,,AL096870.2,
ENSG00000227267,,AC072039.1,
ENSG00000251867,,AC009812.1,
ENSG00000235995,,UBE2V1P6,
ENSG00000134186,FLJ10330,PRPF38B,55119
ENSG00000134186,NET1,PRPF38B,55119
ENSG00000161040,DRC6,FBXL13,222235
ENSG00000161040,Fbl13,FBXL13,222235
ENSG00000161040,MGC21636,FBXL13,222235
ENSG00000196497,FLJ23338,IPO4,79711
ENSG00000196497,Imp4,IPO4,79711
ENSG00000170423,K5B,KRT78,196374
ENSG00000259847,,LINC02126,
ENSG00000234593,ENST00000447908,KAZN-AS1,
ENSG00000197461,PDGF-A,PDGFA,5154
ENSG00000197461,PDGF1,PDGFA,5154
ENSG00000260364,,AC009055.1,
ENSG00000165702,ZNF163B,GFI1B,8328
ENSG00000261742,,LINC00922,
ENSG00000278416,PMS2L2,PMS2P2,
ENSG00000278416,PMS4,PMS2P2,
ENSG00000270808,,AC022400.4,
ENSG00000215720,,MFFP1,
ENSG00000279088,,AC022400.8,
ENSG00000171729,C1orf72,TMEM51,55092
ENSG00000171729,FLJ10199,TMEM51,55092
ENSG00000228666,dJ25J6.3,KRT18P1,
ENSG00000129204,HRP1,USP6,9098
ENSG00000129204,Tre-2,USP6,9098
ENSG00000129204,TRE17,USP6,9098
ENSG00000129204,Tre2,USP6,9098
ENSG00000129204,TRESMCR,USP6,9098
ENSG00000244349,,AL662791.1,
ENSG00000227214,dJ25J6.6,HCG15,
ENSG00000227214,dJ25J6.7,HCG15,
ENSG00000227214,HCG16,HCG15,
ENSG00000231153,,AC002429.1,
ENSG00000236197,,PPP1R9A-AS1,
ENSG00000255107,,AC079089.2,
ENSG00000102921,,N4BP1,9683
ENSG00000255409,,RSF1-IT1,
ENSG00000276934,,AC009704.2,
ENSG00000254985,,RSF1-IT2,
ENSG00000230275,,SERBP1P4,
ENSG00000219529,,AP000580.1,
ENSG00000133313,CN2,CNDP2,55748
ENSG00000133313,CPGL,CNDP2,55748
ENSG00000133313,FLJ10830,CNDP2,55748
ENSG00000133313,HsT2298,CNDP2,55748
ENSG00000133313,PEPA,CNDP2,55748
ENSG00000234632,,NECAP1P2,
ENSG00000184068,821D11.7,SREBF2-AS1,
ENSG00000184068,RP5,SREBF2-AS1,
ENSG00000227376,FTH2,FTH1P16,
ENSG00000227376,FTHL16,FTH1P16,
ENSG00000248642,,OR10J2P,
ENSG00000255185,DKFZp761H1120,PDXDC2P,
ENSG00000255185,PDXDC2,PDXDC2P,
ENSG00000233155,HMGA1-p,HMGA1P8,
ENSG00000196227,C20orf177,FAM217B,63939
ENSG00000196227,dJ551D2.5,FAM217B,63939
ENSG00000284308,hCG40743,C2orf81,388963
ENSG00000284308,LOC388963,C2orf81,388963
ENSG00000198911,bHLHd2,SREBF2,6721
ENSG00000198911,SREBP2,SREBF2,6721
ENSG00000168090,CSN6,COPS6,10980
ENSG00000168090,MOV34-34KD,COPS6,10980
ENSG00000225914,XXbac-BPG154L12.4,TSBP1-AS1,
ENSG00000260834,,AC009055.2,
ENSG00000232048,,HNRNPCP9,
ENSG00000234751,,AP002381.1,
ENSG00000264324,,AC006030.1,
ENSG00000166831,,RBPMS2,348093
ENSG00000271250,,AL158032.2,
ENSG00000132376,SKIP,INPP5K,51763
ENSG00000213201,FABP5L10,FABP5P10,
ENSG00000233405,,LINC01046,
ENSG00000236885,,AC018731.1,
ENSG00000168010,ATG16B,ATG16L2,89849
ENSG00000168010,FLJ00012,ATG16L2,89849
ENSG00000168010,WDR80,ATG16L2,89849
ENSG00000204296,C6orf10,TSBP1,10665
ENSG00000204296,TSBP,TSBP1,10665
ENSG00000226232,,NPIPB14P,
ENSG00000223855,,AC147651.1,
ENSG00000283047,,FRG1FP,
ENSG00000196696,,AC009022.1,
ENSG00000279973,,CU104787.1,
ENSG00000226444,,ACTR3BP6,
ENSG00000288262,,CT867976.1,
ENSG00000286406,,AC138776.1,
ENSG00000283023,,FRG1GP,
ENSG00000175147,C1orf126,TMEM51-AS1,
ENSG00000175147,FLJ23703,TMEM51-AS1,
ENSG00000279400,,AC008957.3,
ENSG00000243609,,RPS2P44,
ENSG00000274441,,AC008957.2,
ENSG00000260033,,AC023813.2,
ENSG00000275289,CD85m,LILRP2,
ENSG00000275289,ILT10,LILRP2,
ENSG00000280341,,AP000542.3,
ENSG00000261267,,AC026470.2,
ENSG00000236235,,AP000542.1,
ENSG00000248196,,AC092658.1,
ENSG00000079215,EA6,SLC1A3,6507
ENSG00000079215,EAAT1,SLC1A3,6507
ENSG00000079215,GLAST,SLC1A3,6507
ENSG00000255850,TMEM5-AS1,RXYLT1-AS1,
ENSG00000279442,,AP000542.2,
ENSG00000255642,PABPCP5,PABPC1P4,
ENSG00000255642,PABPL2,PABPC1P4,
ENSG00000282684,KIAA0150,ZC3H3,23144
ENSG00000282684,ZC3HDC3,ZC3H3,23144
ENSG00000114631,endoglycan,PODXL2,50512
ENSG00000114631,PODLX2,PODXL2,50512
ENSG00000188687,NBC4,SLC4A5,57835
ENSG00000197935,,ZNF311,282890
ENSG00000277940,,AC245128.15,
ENSG00000132825,PPP1R6,PPP1R3D,5509
ENSG00000164740,SEPT7P5,SEPTIN7P5,
ENSG00000163421,BV8,PROK2,60675
ENSG00000163421,KAL4,PROK2,60675
ENSG00000163421,MIT1,PROK2,60675
ENSG00000163421,PK2,PROK2,60675
ENSG00000273881,CD85l,LILRP1,
ENSG00000273881,ILT9,LILRP1,
ENSG00000273881,LILRA6P,LILRP1,
ENSG00000228645,,PHKG1P2,
ENSG00000184624,Cos8,ZNF72P,
ENSG00000184624,ZNF72,ZNF72P,
ENSG00000101194,C20orf59,SLC17A9,63910
ENSG00000101194,FLJ23412,SLC17A9,63910
ENSG00000101194,VNUT,SLC17A9,63910
ENSG00000276841,,AL445264.1,
ENSG00000130958,SQV7L,SLC35D2,11046
ENSG00000130958,UGTrel8,SLC35D2,11046
ENSG00000236097,,BNIP3P2,
ENSG00000226554,CCDC165P1,MTCL1P1,
ENSG00000226554,SOGA2P1,MTCL1P1,
ENSG00000236831,YME1L2,YME1L1P1,
ENSG00000280393,,AC090574.1,
ENSG00000153015,NY-CO-10,CWC27,10283
ENSG00000153015,SDCCAG-10,CWC27,10283
ENSG00000153015,SDCCAG10,CWC27,10283
ENSG00000231606,,AL357873.1,
ENSG00000247570,,SDCBPP2,
ENSG00000235829,,TBCAP2,
ENSG00000277789,,TMC4,147798
ENSG00000278850,CD158K,KIR3DL2,3812
ENSG00000278850,cl-5,KIR3DL2,3812
ENSG00000278850,nkat4,KIR3DL2,3812
ENSG00000278850,nkat4a,KIR3DL2,3812
ENSG00000278850,nkat4b,KIR3DL2,3812
ENSG00000189337,C1orf196,KAZN,23254
ENSG00000189337,FLJ43806,KAZN,23254
ENSG00000189337,KAZRIN,KAZN,23254
ENSG00000189337,KIAA1026,KAZN,23254
ENSG00000253721,,SUMO2P20,
ENSG00000100196,,KDELR3,11015
ENSG00000236474,bA189K21.2,GCNT1P1,
ENSG00000236474,GCNT1P,GCNT1P1,
ENSG00000147596,,PRDM14,63978
ENSG00000230769,,Z98048.1,
ENSG00000211806,TCRAV25S1,TRAV25,
ENSG00000211806,TCRAV32S1,TRAV25,
ENSG00000233603,,JTBP1,
ENSG00000165699,hamartin,TSC1,7248
ENSG00000165699,KIAA0243,TSC1,7248
ENSG00000165699,LAM,TSC1,7248
ENSG00000165699,TSC,TSC1,7248
ENSG00000229771,,AL035665.1,
ENSG00000165684,FLJ13451,SNAPC4,6621
ENSG00000165684,PTFalpha,SNAPC4,6621
ENSG00000165684,SNAP190,SNAPC4,6621
ENSG00000263709,,AC024619.3,
ENSG00000283130,,AL445984.1,
ENSG00000196535,KIAA0216,MYO18A,399687
ENSG00000196535,MysPDZ,MYO18A,399687
ENSG00000233369,,GTF2IP4,
ENSG00000229443,,LINC00433,
ENSG00000287047,,AL133395.1,
ENSG00000100201,P72,DDX17,10521
ENSG00000108018,sorCS1,SORCS1,114815
ENSG00000286422,,AL445984.2,
ENSG00000259029,DUXY2,DUX4L18,
ENSG00000251471,,AC016933.1,
ENSG00000250161,,TRMT112P5,
ENSG00000258991,DUXY4,DUX4L19,
ENSG00000272760,,AC093726.1,
ENSG00000233523,,PHBP5,
ENSG00000270455,,PABPC1P5,
ENSG00000286972,,AL035665.2,
ENSG00000214106,PAXIP1OS,PAXIP1-AS2,
ENSG00000237624,OXCT2P,OXCT2P1,
ENSG00000183682,OP-2,BMP8A,353500
ENSG00000183704,NHEDC1P1,SLC9B1P1,
ENSG00000274354,,AC105105.3,
ENSG00000198796,HAK,ALPK2,115701
ENSG00000243970,PPIEP1,PPIEL,
ENSG00000122566,HNRPA2B1,HNRNPA2B1,3181
ENSG00000262664,,OVCA2,124641
ENSG00000157212,CAGF28,PAXIP1,22976
ENSG00000157212,CAGF29,PAXIP1,22976
ENSG00000157212,PAXIP1L,PAXIP1,22976
ENSG00000157212,PTIP,PAXIP1,22976
ENSG00000157212,TNRC2,PAXIP1,22976
ENSG00000262533,,AC090617.3,
ENSG00000123575,CXorf39,FAM199X,139231
ENSG00000108963,DPH2L,DPH1,1801
ENSG00000108963,DPH2L1,DPH1,1801
ENSG00000108963,OVCA1,DPH1,1801
ENSG00000223677,hs6M1-8P,OR2AD1P,
ENSG00000223677,OR2AD1,OR2AD1P,
ENSG00000277661,,AL662791.2,
ENSG00000230091,,TMEM254-AS1,
ENSG00000204704,hs6M1-15,OR2W1,26692
ENSG00000267579,,AC104971.2,
ENSG00000185974,GPRK1,GRK1,6011
ENSG00000185974,RHOK,GRK1,6011
ENSG00000185974,RK,GRK1,6011
ENSG00000236909,hs6M1-26,OR2P1P,
ENSG00000259912,,AC023813.1,
ENSG00000267257,,AC105105.1,
ENSG00000282432,,AL356095.3,
ENSG00000279399,,AL356095.2,
ENSG00000133678,bA369J21.6,TMEM254,80195
ENSG00000133678,C10orf57,TMEM254,80195
ENSG00000133678,FLJ13263,TMEM254,80195
ENSG00000244278,,AP000235.1,
ENSG00000258491,ZNF405P,ZFP64P1,
ENSG00000237444,,AP001342.1,
ENSG00000130948,SDR12C2,HSD17B3,3293
ENSG00000227090,,AP000402.1,
ENSG00000149609,bclt,C20orf144,128864
ENSG00000149609,dJ63M2.6,C20orf144,128864
ENSG00000230379,,AP000146.1,
ENSG00000167178,KIAA1465,ISLR2,57611
ENSG00000204464,,C1orf195,
ENSG00000226983,,LINC01692,
ENSG00000287756,,AL031293.1,
