Gene stable ID,Gene name,Gene Synonym,NCBI gene (formerly Entrezgene) ID
SPNCRNA.866,,,
SPNCRNA.1263,,,
SPAPB1A11.01,mfc1,,3361480
SPCC126.02c,pku70,,2539090
SPNCRNA.868,mfc1-antisense-1,,
SPCC126.05c,mrpl17,,2539103
SPNCRNA.869,,,
SPAC31G5.02,,,2541623
SPCC126.11c,,,2539056
SPNCRNA.870,,,
SPCC1620.03,mug163,,2538805
SPBC3H7.10,elp6,,2540979
SPAC31G5.06,rgg8,,2543185
SPCC1620.06c,,,2538924
SPBC3H7.08c,,,2541007
SPAC31G5.10,eta2,,2542575
SPBC3H7.04,,,2540925
SPCC1620.12c,,,2538866
SPNCRNA.73,eta2-antisense-3,,
SPNCRNA.1472,,,
SPNCRNA.74,eta2-antisense-4,,
SPNCRNA.1473,spo14-antisense-1,,
SPNCRNA.01,prl1,,
SPNCRNA.874,SPAC31G5.21-antisense-1,,
SPCC1620.11,nup97,,2538861
SPAC31G5.14,gcv1,,2543195
SPCC830.03,grc3,,2539329
SPNCRNA.875,gcv1-antisense-1,,
SPNCRNA.1270,epl1-antisense-1,,
SPBP16F5.05c,yar1,,2541266
SPNCRNA.880,bgs2-antisense-1,,
SPCC830.06,cnb1,,2538786
SPBP16F5.06,nop8,,2541269
SPCC1919.01,ckk2,,3361146
SPAC16A10.03c,,,2542307
SPBP16F5.07,apm1,,2541306
SPAC16A10.02,sub1,,2542309
SPBP16F5.08c,,,2541228
SPBC16E9.03c,coa1,,2539921
SPNCRNA.214,ter1,,
SPBC16E9.05,erg6,,2539602
SPNCRNA.1476,mcp4-antisense-1,,
SPBC16E9.10c,rix7,,2539968
SPAC16A10.04,rho4,,3361476
SPNCRNA.1477,,,
SPNCRNA.1478,pab2-antisense-1,,
SPNCRNA.886,SPAC589.03c-antisense-1,,
SPCC1919.03c,amk2,,2539130
SPCC1919.04,,,2538919
SPCC1919.09,tif6,,2539126
SPBC16E9.16c,lsd90,,3361210
SPAC589.03c,,,2542416
SPNCRNA.1277,pep3-antisense-1,,
SPNCRNA.1480,SPBC16E9.20-antisense-1,,
SPNCRNA.516,,,
SPAC589.06c,,,2542504
SPCC1840.10,lsm8,,2539322
SPBC16E9.20,,,14217585
SPNCRNA.560,atg1801-antisense-1,,
SPNCRNA.1481,rem1-antisense-1,,
SPCC1840.12,opt3,,2538969
SPAC589.10c,ubi5,,2542138
SPCC965.03,vma8,,2539581
SPAC589.12,cwh43,,2542152
SPNCRNA.1280,SPCC965.04c-antisense-1,,
SPNCRNA.1281,,,
SPCC965.07c,gst2,,2539601
SPNCRNA.1284,,,
SPBC16E9.17c,rem1,,2540118
SPCC965.10,,,2539398
SPSNORNA.39,snR36,,
SPNCRNA.121,,,
SPNCRNA.35,prl35,,
SPBC1E8.02,,,2540657
SPNCRNA.1287,,,
SPCC1494.04c,tyr1,,2539274
SPBC1E8.03c,,,2540688
SPNCRNA.382,,,
SPCC1494.05c,ubp12,,2538990
SPNCRNA.383,,,
SPNCRNA.1289,ubp12-antisense-1,,
SPAC688.06c,slx4,,2543478
SPCC1494.07,,,2539238
SPBC1A4.02c,leu1,,2540283
SPCC1494.09c,tfb6,,2539184
SPAC688.11,end4,,2543336
SPNCRNA.889,SPAC688.12c-antisense-1,,
SPCC70.02c,,,2539524
SPBC1A4.08c,cct3,,2540567
SPNCRNA.521,,,
SPAC688.13,scn3,,2543348
SPBP23A10.03c,sdh7,,2541309
SPAC3G9.16c,bet5,,2543335
SPCC1827.05c,,,2539389
SPNCRNA.216,,,
SPBP23A10.12,frg1,,2541328
SPCC1827.06c,,,2539267
SPNCRNA.40,prl40,,
SPBC29A3.21,,,5802786
SPAC3G9.11c,pdc201,,2543400
SPBC29A3.02c,his7,,2540290
SPCP1E11.02,ppk38,,2539030
SPAC3G9.10c,rrp41,,2543451
SPBC29A3.03c,gid2,,2540465
SPATRNATHR.04,,,
SPNCRNA.892,tif211-antisense-1,,
SPBC29A3.08,pof4,,2540513
SPAC3G9.06,frs2,,2543647
SPCP1E11.05c,are2,,2538854
SPCC569.07,,,2538779
SPCC569.04,,,2539346
SPCC569.02c,,,2539456
SPBC29A3.09c,gcn20,,2540597
SPNCRNA.1484,pdp1-antisense-1,,
SPBC18E5.02c,,,2540820
SPRRNA.51,,,
SPRRNA.44,,,
SPCP20C8.04,new22,,14217257
SPBC18E5.03c,sim4,,2540804
SPBC18E5.06,rps21,,2540806
SPCC1884.01,,,2538795
SPNCRNA.1097,,,
SPBC18E5.14c,,,2540791
SPNCRNA.07,meu3,,
SPAC3G9.04,ssu72,,2543452
SPNCRNA.1485,,,
SPNCRNA.1099,,,
SPCC757.05c,,,2539223
SPAC3G9.02,oar2,,2543512
SPBC18E5.11c,edc3,,2540639
SPNCRNA.452,,,
SPCC757.06,,,2538727
SPBC18E5.10,,,2540740
SPBC18E5.13,mti3,,2540805
SPCC757.08,rrp45,,2539106
SPBC23G7.05,sui1,,2540672
SPAC3G9.01,nsk1,,3361470
SPBC23G7.17c,mat1-Mi,,2539637
SPBC23G7.17c,mat1-Mi,,3361261
SPBC23G7.11,mag2,,2540646
SPBC23G7.13c,,,2540527
SPBC23G7.14,,,2540536
SPBC23G7.15c,rpp202,,2540587
SPNCRNA.389,,,
SPNCRNA.391,,,
SPBC1711.05,,,2539687
SPCC757.09c,rnc1,,2539434
SPCTRNAHIS.03,,,
SPBC1711.18,tam9,,14217791
SPNCRNA.1490,,,
SPCC613.06,rpl902,,2539464
SPCC613.08,,,2538703
SPBC1711.08,aha1,,2539806
SPBC1711.13,his2,,2539650
SPCC613.09,sen54,,2538979
SPBC1711.15c,,,2539647
SPCC613.11c,meu23,,2539349
SPNCRNA.392,,,
SPAC1486.02c,dsc2,,2542884
SPBC1711.17,prp16,,2540006
SPAC1486.05,nup189,,2541547
SPBC17G9.06c,,,2540177
SPAC1486.07c,mrpl19,,2541549
SPNCRNA.393,,,
SPBC14C8.02,tim44,,2539636
SPNCRNA.1494,meu17-antisense-1,,
SPAC6G10.02c,tea3,,2542619
SPNCRNA.1495,cdc18-antisense-1,,
SPBC14C8.19,tam10,,14217452
SPAC6G10.09,,,2542534
SPAC6G10.10c,,,2541457
SPBC14C8.15,,,2539842
SPBC14C8.17c,spt8,,2539775
SPCC613.12c,raf1,,2538848
SPNCRNA.1498,SPBC15C4.04c-antisense-1,,
SPNCRNA.1107,,,
SPNCRNA.1109,mug135-antisense-1,,
SPBC21H7.04,dbp7,,2540518
SPCTRNAGLY.10,,,
SPNCRNA.129,,,
SPRRNA.34,,,
SPNCRNA.1110,,,
SPCC330.07c,,,2539037
SPBC21H7.06c,opi10,,2540509
SPCC330.08,alg11,,2539054
SPNCRNA.1500,his5-antisense-1,,
SPBC21H7.07c,his5,,2540675
SPCC330.11,btb1,,2538714
SPAC6G10.12c,ace2,,2541661
SPNCRNA.897,ace2-antisense-1,,
SPCC320.13c,ark1,,3361036
SPBC16H5.10c,prp43,,2540057
SPCC320.10,srp72,,2538791
SPAC6G9.02c,nop9,,2542044
SPCC320.09,hem15,,2539199
SPBC16H5.09c,omh2,,2539904
SPNCRNA.1113,,,
SPNCRNA.1115,,,
SPNCRNA.1116,,,
SPCC1235.03,cue2,,2539296
SPAC6G9.03c,mug183,,2542055
SPCC1235.04c,nad1,,2539270
SPAC6G9.06c,pcp1,,2541455
SPAC6G9.09c,rpl2401,,2541570
SPBC16H5.07c,ppa2,,2540072
SPNCRNA.1502,,,
SPRRNA.35,,,
SPNCRNA.1504,,,
SPAC6G9.10c,sen1,,2541556
SPAC652.01,,,2543566
SPCC1235.09,hif2,,2538701
SPNCRNA.900,,,
SPBC24C6.08c,bhd1,,2540297
SPCC1235.10c,sec6,,2538952
SPNCRNA.1506,,,
SPAPB1E7.09,ogm2,,2543657
SPBC19G7.07c,ppr3,,2540724
SPNCRNA.901,,,
SPNCRNA.1507,ulp1-antisense-1,,
SPAPB1E7.12,rps602,,2543581
SPBC19G7.15,nup44,,2540775
SPCC1235.11,mpc1,,2539169
SPBC19G7.17,,,2540769
SPAC2E1P5.01c,mns1,,2541719
SPNCRNA.1118,ght6-antisense-1,,
SPNCRNA.1119,,,
SPAC2E1P5.02c,mug109,,2541435
SPCC548.02c,wtf3,,
SPNCRNA.1120,,,
SPBC36B7.03,sec63,,2540961
SPAC2E1P5.03,erj5,,2541520
SPCC548.07c,ght1,,2538732
SPBC36B7.07,tlg1,,2540973
SPAC26A3.03c,rmi1,,2542729
SPCC794.03,,,2539472
SPBC1921.01c,rpl35b,,3361295
SPCC794.04c,,,2539445
SPAC26A3.04,rpl2002,,2542093
SPCC794.07,lat1,,2538797
SPNCRNA.1123,,,
SPAC26A3.10,cnt6,,2542074
SPCC794.08,efr3,,2538740
SPBC1921.02,rad60,,2540802
SPAC26A3.12c,dhp1,,2542674
SPCC794.12c,mae2,,2539592
SPCC794.15,,,2539297
SPBC1921.04c,,,2540844
SPNCRNA.1126,SPCC553.08c-antisense-1,,
SPAC26A3.16,dph1,,2542667
SPCC553.06,swp1,,2539265
SPNCRNA.902,SPAC26A3.17c-antisense-1,,
SPCC553.05c,wtf6,,2539259
SPAC8E11.04c,,,2542889
SPNCRNA.904,dmc1-antisense-1,,
SPCC553.03,pex1,,2539405
SPAC8E11.01c,,,2542702
SPNCRNA.1130,,,
SPCC736.05,wtf7,,2539521
SPAC959.10,sen15,,3361466
SPNCRNA.907,,,
SPCC736.08,cbf11,,2539560
SPCC736.09c,tfx1,,2539455
SPNCRNA.1131,mrps8-antisense-1,,
SPAP32A8.03c,bop1,,2542072
SPAC3H5.11,,,2543649
SPAC3H5.05c,rps1401,,2540817
SPNCRNA.561,pkl1-antisense-1,,
SPATRNAARG.01,,,
SPBC1921.07c,sgf29,,2540787
SPAC3A11.12c,rpt5,,3361462
SPBC21D10.12,hob1,,2540633
SPAC3A11.09,sod22,,2542509
SPBTRNAMET.06,,,
SPRRNA.40,,,
SPBC12C2.13c,fnx1,,2539786
SPCC736.11,ago1,,2539403
SPBC12C2.08,dnm1,,2540159
SPAC328.01c,msn5,,2542592
SPCC736.14,dis1,,2539505
SPNCRNA.1133,,,
SPNCRNA.529,,,
SPCC594.03,,,2538819
SPBC12C2.05c,bzz1,,2539679
SPCC594.04c,,,2539484
SPNCRNA.397,,,
SPCC1682.03c,mug174,,2538863
SPNCRNA.1135,ssl1-antisense-1,,
SPNCRNA.579,ggc1-antisense-1,,
SPBC12C2.03c,,,2540152
SPCC1682.12c,ubp16,,2538947
SPBC17F3.02,nak1,,2539963
SPAC328.06,ubp2,,2542059
SPCC1682.13,laf2,,2538956
SPNCRNA.08,prl8,,
SPNCRNA.912,,,
SPCC306.03c,cnd2,,2538744
SPAC16E8.01,shd1,,2542338
SPBC17F3.01c,rga5,,2539707
SPAC16E8.03,gna1,,2542332
SPCC306.05c,ins1,,2539373
SPBC557.02c,,,2540912
SPNCRNA.1520,pim1-antisense-1,,
SPAC16E8.04c,aro7,,2542334
SPCC306.09c,cap1,,2538829
SPNCRNA.562,nop12-antisense-1,,
SPCC306.10,wtf8,,2538970
SPBC557.03c,pim1,,2541059
SPNCRNA.398,,,
SPCC306.11,,,2538873
SPNCRNA.1522,,,
SPAC16E8.09,scd1,,2542337
SPCC4G3.14,mdj1,,2539501
SPBC365.03c,rpl2101,,2540950
SPAC16E8.13,,,2542333
SPCC4G3.13c,cue1,,2539541
SPBC365.04c,,,2540924
SPCC4G3.12c,,,2539364
SPAC16E8.17c,,,2542341
SPCC4G3.10c,rhp42,,2539465
SPBC365.05c,slu7,,2540941
SPAC1B1.02c,,,2542533
SPRRNA.15,,,
SPCC4G3.08,psk1,,2539494
SPAC17A2.01,bsu1,,3361460
SPCC4G3.07c,phf1,,2539406
SPNCRNA.1140,aphl-antisense-1,,
SPNCRNA.124,,,
SPBC365.06,pmt3,,2540927
SPAC17A2.07c,,,2542282
SPCC364.07,ser3,,2539490
SPCTRNASER.07,,,
SPBC365.08c,der1,,2541072
SPAC17A2.08c,ntr2,,2542263
SPCC364.02c,bis1,,2538787
SPBC365.09c,kin17,,2540949
SPNCRNA.918,rrp1-antisense-1,,
SPCC364.01,cif1,,2539535
SPBC365.10,arp5,,2541031
SPCC970.10c,brl2,,2539307
SPCC970.08,,,2538905
SPCC970.05,rpl3601,,2538883
SPAC17A2.12,rrp1,,2542440
SPBC365.14c,uge1,,2540938
SPCC970.02,,,2538908
SPCC962.01,,,2539288
SPBC365.15,alp4,,2540392
SPCC962.02c,bir1,,2538875
SPAC17A2.13c,rad25,,2542252
SPCC1672.14,,,14217380
SPATRNALEU.03,,,
SPCC1672.05c,yrs1,,2539269
SPNCRNA.921,,,
SPCTRNAARG.08,,,
SPBC365.16,,,2540964
SPCC1672.10,mis16,,2539214
SPAC17G6.12,cul1,,2542393
SPNCRNA.135,,,
SPCC1183.01,sec15,,2538937
SPBC29A10.02,spo5,,2540637
SPAC17G6.16c,ysh1,,2542258
SPCC1183.02,,,2539015
SPBC29A10.03c,pcf1,,2540554
SPCC1183.03c,fxn1,,2539143
SPAC1142.01,rqc1,,2542197
SPNCRNA.922,rqc1-antisense-1,,
SPBC29A10.07,pom152,,2540429
SPCC1183.05c,lig4,,2539042
SPNCRNA.923,,,
SPNCRNA.924,,,
SPCC1183.10,wtf10,,2539065
SPAC8C9.05,,,2543253
SPBC29A10.10c,dbl8,,2540523
SPBC29A10.11c,vps902,,2540384
SPCC1183.11,msy1,,2539051
SPNCRNA.25,prl25,,
SPAC8C9.12c,,,2542566
SPAC8C9.16c,mug63,,2541938
SPCC31H12.02c,mug73,,2538730
SPAC15A10.05c,mug182,,2542742
SPCC31H12.04c,rpl1202,,2539010
SPCC31H12.05c,sds21,,2539179
SPAC15A10.10,mde6,,2542769
SPBC29A10.16c,,,2540533
SPNCRNA.1530,,,
SPATRNAPHE.01,,,
SPNCRNA.1531,,,
SPAC15E1.03,rpl42,,2542789
SPBC25B2.02c,mam1,,2540405
SPNCRNA.1534,,,
SPAC15E1.05c,ect1,,2542775
SPBC25B2.04c,mtg1,,2540442
SPAC15E1.10,fub1,,2542764
SPNCRNA.524,,,
SPBC25B2.08,,,2540628
SPAP7G5.03,prm1,,2542800
SPNCRNA.934,,,
SPNCRNA.935,,,
SPBC25B2.10,,,2540631
SPAP7G5.06,per1,,2541596
SPATRNAGLU.03,,,
SPNCRNA.233,,,
SPATRNAILE.04,,,
SPNCRNA.396,,,
SPBC6B1.02,ppk30,,2541109
SPNCRNA.1537,SPBC6B1.03c-antisense-1,,
SPAC1F12.02c,tma19,,2542475
SPNCRNA.403,,,
SPAC1F12.06c,,,2542434
SPBC6B1.12c,sus1,,3361305
SPNCRNA.1540,,,
SPAC1F12.07,ser1,,2542269
SPNCRNA.937,SPAC1F12.08-antisense-1,,
SPBC3E7.02c,hsp16,,2540977
SPCC31H12.08c,ccr4,,2538913
SPNCRNA.1148,,,
SPCC5E4.06,smc6,,2539020
SPCC16C4.04,,,2538989
SPCC16C4.21,,,5802705
SPNCRNA.469,,,
SPBC3E7.08c,rad13,,2541051
SPAC4H3.02c,swc3,,2543667
SPNCRNA.939,SPAC4H3.16-antisense-1,,
SPBC3E7.12c,cfh4,,2540265
SPSNORNA.30,snr62,,
SPAC1071.01c,pta1,,2543538
SPBC3E7.14,smf1,,2540330
SPNCRNA.943,,,
SPBC3E7.16c,leu3,,2541003
SPAC1071.06,arp9,,2541540
SPAC1071.10c,pma1,,2542664
SPBC4F6.08c,mrpl39,,2540882
SPNCRNA.93,,,
SPAC1071.13,,,14218128
SPCC16C4.09,sts5,,2539180
SPBC4F6.12,pxl1,,2540856
SPAC323.04,,,2543203
SPBC4F6.13c,erb1,,2540888
SPSNORNA.26,snoU18,,
SPAC323.05c,,,2542476
SPBC18A7.02c,,,2540850
SPAC323.06c,uba5,,2543075
SPNCRNA.1546,sfc3-antisense-1,,
SPAC323.08,rmp1,,2543088
SPBC336.07,sfc3,,2540246
SPCPJ732.01,vps5,,2539552
SPCPJ732.03,meu15,,2538782
SPAC2F3.03c,rpa49,,2541914
SPNCRNA.472,,,
SPCC18B5.02c,,,
SPAC2F3.10,vps54,,2541725
SPCC18B5.04,rsm18,,2538921
SPNCRNA.240,,,
SPAC11G7.04,ubi1,,2541768
SPCC18B5.05c,,,2539014
SPBC336.12c,cdc10,,2540234
SPNCRNA.952,trm5-antisense-1,,
SPBC336.15,pic1,,2540250
SPAC27E2.03c,,,2541434
SPAC27E2.14,,,9407256
SPCC18B5.11c,cds1,,2538959
SPAC27E2.05,cdc1,,2542083
SPCC14G10.03c,ump1,,2539122
SPBC685.07c,rpl2701,,2541156
SPAC27E2.08,Tf2-6,,2538755
SPAC27E2.08,Tf2-6,,2541991
SPAC27E2.08,Tf2-6,,3361422
SPCC1020.13c,,,2539084
SPBC32F12.01c,css1,,2541113
SPNCRNA.1158,gnr1-antisense-1,,
SPAC27E2.10c,rfc3,,2541493
SPBC32F12.16,gem7,,14217782
SPCC1020.09,gnr1,,2539303
SPBC32F12.05c,cwf12,,2540230
SPAPJ698.03c,prp12,,2543278
SPBC32F12.10,,,2540254
SPCC1020.06c,tal1,,2538977
SPAC19G12.02c,pms1,,2542582
SPBC32F12.15,tfb5,,2540257
SPCC1020.14,Tf2-12,,2538755
SPCC1020.14,Tf2-12,,2541991
SPCC1020.14,Tf2-12,,3361422
SPNCRNA.956,dal1-antisense-1,,
SPCC1393.03,rps1501,,2538892
SPAC19G12.05,,,2542456
SPCC1393.04,fta4,,2538719
SPBC32F12.12c,,,2540256
SPCC1393.09c,gir2,,2538880
SPBC19C7.05,,,2540811
SPAC19G12.06c,hta2,,2542226
SPNCRNA.1160,SPCC1393.09c-antisense-1,,
SPBC19C7.06,prs1,,2540431
SPCC1393.10,ctr4,,2538731
SPAC19G12.07c,rsd1,,2542545
SPCC1393.14,ten1,,9406926
SPCTRNAGLY.11,,,
SPAC19G12.09,,,2542483
SPCC1393.11,mrpl20,,2538991
SPAC19G12.10c,cpy1,,2542465
SPBC19C7.10,bqt4,,2540694
SPCC1393.13,,,2538830
SPCC2H8.04,,,2539320
SPAC19G12.11,coq9,,2542605
SPCC63.03,,,2539584
SPBC19C7.12c,omh1,,2540706
SPCC63.04,mok14,,2539506
SPNCRNA.1557,lid2-antisense-1,,
SPCC63.06,,,2538796
SPCC63.07,thg1,,2539571
SPCC63.13,,,2539451
SPAC19G12.15c,tpp1,,2542577
SPBP4H10.06c,cut14,,2541319
SPCC63.14,eis1,,2538827
SPBP4H10.09,rsv1,,2541322
SPCC16A11.01,sfk1,,2539224
SPBP4H10.10,,,2541325
SPAC23A1.06c,cmk2,,2541982
SPCC16A11.03c,,,2539233
SPBP4H10.11c,lcf2,,2541350
SPAC23A1.12c,frs1,,2541974
SPCC16A11.06c,gpi10,,2539152
SPBP4H10.13,rps2302,,2541369
SPNCRNA.16,prl16,,
SPAC23A1.17,bbc1,,2542019
SPCC16A11.09c,tim23,,2538784
SPBP4H10.15,aco2,,2541348
SPCC16A11.10c,oca8,,2538772
SPBP4H10.20,nhm1,,2541340
SPAC26H5.04,gid5,,2542081
SPCC16A11.12c,ubp1,,2539228
SPNCRNA.126,,,
SPBP4H10.21c,sld5,,2541368
SPAC26H5.07c,,,2542691
SPBC1703.05,rio2,,2539957
SPBTRNAPRO.07,,,
SPAC26H5.08c,bgl2,,2542700
SPCC16A11.17,mcm4,,2539164
SPBC1703.13c,,,2539652
SPNCRNA.964,,,
SPCC24B10.08c,ada2,,2539174
SPBC1703.15c,vps33,,2539880
SPNCRNA.1565,,,
SPBC2A9.02,,,2540401
SPCC24B10.13,skb5,,2539237
SPRRNA.26,,,
SPBC2A9.03,,,2540276
SPNCRNA.526,,,
SPAC25B8.05,deg1,,2541578
SPBC2A9.06c,nus1,,2540399
SPAC25B8.06c,dia4,,2541567
SPBC2A9.07c,hpz1,,2540460
SPCPB16A4.02c,,,2538973
SPAC25B8.13c,isp7,,2542728
SPBC2A9.08c,sec22,,2540308
SPNCRNA.1162,,,
SPNCRNA.1164,,,
SPNCRNA.969,SPAC683.02c-antisense-1,,
SPBC2A9.12,orc6,,2540438
SPBC2D10.08c,,,2540449
SPCC1795.11,sum3,,2538689
SPAC694.02,,,2543333
SPBC2D10.11c,nap2,,2540409
SPAC694.03,,,2543057
SPCC1795.10c,,,2538756
SPBC2D10.16,mhf1,,2540443
SPNCRNA.1574,SPBC15D4.09c-antisense-1,,
SPCC1795.04c,pre10,,2539378
SPAC694.05c,rps2502,,2543307
SPCC1795.03,gms1,,2539196
SPNCRNA.972,mrc1-antisense-1,,
SPCC895.03c,sua5,,2539596
SPAC1F7.02c,has1,,2541668
SPCC895.09c,ucp12,,2539263
SPAC1F7.14c,tam6,,14218283
SPNCRNA.243,,,
SPCC825.01,,,2539509
SPNCRNA.1168,naa40-antisense-1,,
SPCC1259.05c,cox9,,2539086
SPAC1F7.08,fio1,,2541558
SPCC1259.06,taf8,,2539131
SPBC15D4.10c,amo1,,2539911
SPNCRNA.1170,rxt3-antisense-1,,
SPNCRNA.13,prl13,,
SPBC15D4.12c,mug98,,2539618
SPCC1259.11c,gyp2,,2539140
SPATRNASER.03,,,
SPAC2C4.05,cor1,,2542639
SPBC13E7.01,cwf22,,2539941
SPBC13E7.02,cwf24,,2540186
SPAC2C4.07c,dis32,,2542643
SPAC2C4.08,,,2542648
SPAC2C4.10c,csc4,,2542650
SPCC1259.13,chk1,,2539087
SPNCRNA.480,,,
SPBC13E7.03c,,,2540161
SPCTRNASER.09,,,
SPCTRNAARG.10,,,
SPNCRNA.1172,,,
SPCTRNALYS.10,,,
SPAC2C4.15c,ubx2,,2541532
SPCTRNAVAL.09,,,
SPCTRNATHR.08,,,
SPCTRNAARG.13,,,
SPCTRNALYS.11,,,
SPBC13E7.06,msd1,,2539908
SPCC4B3.20,cmc2,,14217272
SPAC25G10.03,zip1,,2542707
SPCC4B3.17,cbp3,,2539468
SPBC13E7.07,,,2539932
SPAC25G10.04c,rec10,,2541688
SPBC13E7.10c,brf1,,2540071
SPBC30D10.17c,smi1,,2540339
SPAC27F1.03c,uch1,,2541733
SPNCRNA.979,,,
SPCC4B3.08,lsg1,,2539555
SPBC30D10.14,,,2540359
SPNCRNA.1177,nte1-antisense-1,,
SPAC23D3.06c,nup146,,2541507
SPCC550.04c,gpi2,,2539262
SPBC30D10.06,lsm4,,2540475
SPCC550.14,vgl1,,2539425
SPCC645.03c,isa1,,2539409
SPCC645.04,nse3,,2539436
SPCC645.07,rgf1,,2539580
SPCC645.11c,mug117,,2539498
SPCC23B6.03c,tel1,,2539209
SPBC30D10.04,swi3,,3361323
SPCC23B6.04c,,,2539120
SPBC1778.01c,zuo1,,2539801
SPRRNA.54,,,
SPCC23B6.05c,ssb3,,2538775
SPBC1778.04,spo6,,2540044
SPNCRNA.1184,SPCC1322.02-antisense-1,,
SPCC1322.04,fyu1,,2538877
SPBC1778.07,,,2540132
SPNCRNA.1185,,,
SPCC1322.16,phb2,,2538888
SPCC132.03,,,2539281
SPBC1778.09,,,2539715
SPCC338.18,,,2538839
SPNCRNA.1580,mug136-antisense-1,,
SPNCRNA.1187,,,
SPNCRNA.1581,,,
SPNCRNA.412,,,
SPCC338.13,cog4,,2539017
SPCC338.12,pbi2,,2539018
SPCC338.05c,mms2,,2538720
SPCC338.02,mug112,,2538810
SPCC1281.08,wtf11,,2539167
SPCC622.09,htb1,,2539523
SPNCRNA.1195,tti1-antisense-1,,
SPBC4C3.12,sep1,,2540866
SPCC622.14,,,2539181
SPBC4C3.03,thr1,,2540857
SPAC23D3.09,arp42,,2541496
SPBC405.02c,,,2541023
SPNCRNA.244,,,
SPBC405.06,xdj1,,2540773
SPCC622.15c,,,2539454
SPAC23D3.12,,,2541484
SPCC11E10.03,mug1,,2538878
SPAC23D3.16,,,9407207
SPCC11E10.05c,ynd1,,2538741
SPNCRNA.1199,ynd1-antisense-1,,
SPAC23D3.14c,aah2,,2541501
SPBC609.02,ptn1,,2541101
SPNCRNA.982,aah2-antisense-1,,
SPCC11E10.07c,,,2539154
SPNCRNA.1200,,,
SPAC1527.02,sft2,,2541611
SPCC11E10.09c,,,2539049
SPBC609.03,iqw1,,2541121
SPAC1527.03,,,2541645
SPCC188.03,cnd3,,2539121
SPBC776.04,sec2302,,2541164
SPCC188.05,,,5802716
SPBC776.09,ste13,,2541216
SPAC30.01c,sec72,,2542107
SPNCRNA.984,,,
SPNCRNA.246,,,
SPBC776.11,rpl2801,,2541130
SPAC29E6.05c,mxr1,,2542181
SPBC776.13,cnd1,,2541201
SPNCRNA.247,,,
SPBC776.15c,kgd2,,2541170
SPCC188.13c,dcr1,,2538930
SPNCRNA.51,prl51,,
SPBC776.18c,pmh1,,2540684
SPCC584.15c,,,2539284
SPBC21.01,mis17,,3361327
SPNCRNA.1202,SPCC584.01c-antisense-1,,
SPCC1753.01c,ssb2,,2538781
SPAC9E9.09c,atd1,,2542976
SPBC21.04,med8,,2540761
SPNCRNA.1203,rec7-antisense-1,,
SPNCRNA.1587,cdc7-antisense-1,,
SPCC1753.05,rsm1,,2538984
SPAC9E9.12c,ybt1,,2542640
SPBC19F8.01c,spn7,,2540413
SPCC162.10,ppk33,,2539202
SPNCRNA.1205,,,
SPAC17C9.14,pex19,,2542186
SPBC19F8.03c,yap18,,2540702
SPNCRNA.417,,,
SPCC162.04c,wtf13,,2538692
SPAC17C9.08,pnu1,,2542291
SPNCRNA.1207,,,
SPCC162.01c,,,2539361
SPBC25H2.13c,cdc20,,2540627
SPCC13B11.04c,fmd3,,2538802
SPAC17C9.07,alg8,,2542143
SPCC777.02,,,2538869
SPAC17C9.06,sam50,,2542441
SPCC777.03c,,,2538693
SPBC25H2.10c,tan1,,3361329
SPAC17C9.02c,lys7,,2542118
SPCC777.06c,,,2538874
SPNCRNA.1211,SPCC777.06c-antisense-1,,
SPBC25H2.06c,hrf1,,2540356
SPAC1851.02,slc1,,2542560
SPCC777.08c,bit61,,2538963
SPNCRNA.992,,,
SPCC777.12c,,,2538879
SPNCRNA.993,,,
SPBC20F10.04c,nse4,,3361330
SPCC777.17c,,,2538814
SPCC663.01c,ekc1,,2539511
SPAC27D7.04,omt2,,2541617
SPNCRNA.1214,SPCC663.10-antisense-1,,
SPNCRNA.996,,,
SPBC20F10.05,nrl1,,2540691
SPAC637.04,ypp1,,2543221
SPBC20F10.08c,rtp1,,2540770
SPNCRNA.997,SPAC637.04-antisense-1,,
SPNCRNA.999,rpn10-antisense-1,,
SPBC20F10.09,lsm5,,2540723
SPNCRNA.1591,nto1-antisense-1,,
SPCC663.12,cid12,,2539423
SPBC17D1.01,,,2539725
SPAC637.10c,rpn10,,2543682
SPCC1902.02,mug72,,2539333
SPBC17D1.07c,npg1,,2540178
SPNCRNA.1215,SPCC417.03-antisense-1,,
SPCC417.04,,,2539532
SPAC637.11,rpm2,,2543678
SPBC17D1.17,tam11,,14217413
SPNCRNA.1216,,,
SPNCRNA.583,mug27-antisense-1,,
SPBTRNASER.06,,,
SPCTRNAASN.06,,,
SPNCRNA.1594,rpl1801-antisense-1,,
SPAC637.12c,mst1,,2543506
SPCC417.15,,,5802723
SPNCRNA.1219,,,
SPNCRNA.1596,,,
SPNCRNA.1000,,,
SPCC191.03c,,,2539193
SPCC191.05c,,,2538933
SPAC637.13c,slm1,,2543674
SPCC191.07,cyc1,,2539146
SPBC3B8.04c,,,2540279
SPSNORNA.41,snR46,,
SPBC3B8.01c,arh1,,2541049
SPNCRNA.1599,ptk1-antisense-1,,
SPCC191.09c,gst1,,2538694
SPAC12B10.01c,,,2541575
SPBC4B4.02c,nca2,,2540670
SPNCRNA.1223,SPCC191.10-antisense-1,,
SPCC191.11,inv1,,2539227
SPAC12B10.04,pby1,,2542924
SPBC4B4.05,smg1,,2540855
